alpha,frame_index_alpha,frame_index_global,used_iterations,frame_bit_errors,is_codeword,ml_invoked,ml_calls_in_frame,error_vn_indices,error_vn_last5_energies,global_max_last5_energies,global_max_vn_indices_last5,ml_proposed_vn_indices,ml_proposed_error_overlap
0.020000,42755,42755,0,7,0,1,100,"47;559;823;854;968;1279;1289","","","","560;839;1259;969;19;1261;28;249;824;949;283;121;232;836;945;1290;559;823;27;248;968;948;1258;835;18;1260;282;120;231;838;944;1289","559;823;968;1289"
0.020000,43122,43122,0,5,0,1,100,"97;785;1045;1146;1170","","","","81;1045;765;378;1047;1184;416;444;769;349;1154;434;790;527;1052;1153;97;1146;394;489;365;450;460;785;1061;1170;806;1063;781;1068;1169;1186;907;1217;59;476;801;1077;124;641;708","1045;97;1146;785;1170"
0.020000,44824,44824,0,6,0,1,100,"260;318;487;1025;1081;1169","","","","6;956;607;823;270;1248;227;592;856;927;1291;329;547;705;893;1096;337;1025;525;649;187;1225;69;476;778;1035;1172;14;615;713;901;1104;175;487;683;260;1133;325;513;691;1013;1213;318;447;684;974;1195","1025;487;260;318"
0.020000,44909,44909,0,6,0,1,100,"93;146;165;531;539;1239","","","","93;390;539;777;1064;1165;428;456;781;1057;1166;361;446;802;1059;1142;146;1239;609;730;875;416;270;617;736;874;1087;257;585;810;970;1261","93;539;146;1239"
0.020000,44975,44975,0,9,0,1,100,"183;372;408;503;691;748;1006;1153;1203","","","","158;1273;621;742;887;1197;269;543;822;928;428;282;629;748;886;1099;408;57;503;795;1028;1183;73;436;761;1037;1146;138;601;722;867;1231;664;1006;241;522;210;1114;202;352;486;986;1240;209;298;481;1008;1229","748;408;503;1006"
0.020000,45203,45203,0,4,0,1,100,"512;610;636;770","","","","139;868;610;317;729;867;1080;250;578;857;963;1254;602;409;1232;723;147;417;731;876;1240;9;332;708;896;1099;636;1212;389;703;902;119;111;289;755;893;1106;35;358;734;1125;770;512;82;445;1046;1155;66;804;1037;1138","610;636;770;512"
0.020000,46466,46466,0,5,0,1,100,"239;245;296;952;1249","","","","245;1249;573;852;958;134;24;556;820;945;1255;214;526;668;1010;1118","245;1249"
0.020000,46479,46479,0,7,0,1,100,"184;313;619;631;693;752;1089","","","","184;693;456;273;983;1204;334;522;700;1022;1222;269;496;692;980;1088","184;693"
0.020000,46853,46853,0,6,0,1,100,"822;849;928;947;955;1292","","","","69;337;476;778;1035;1172;404;432;757;1033;1142;420;515;807;1040;1141;566;289;845;842;921;1267;127;238;25;951;1242;34;255;830;955;1265;928;1292;7;228;593;857;849;822;32;1274;296;158;269;543;573;1273;947;247;558;1257;123;234;562;841;26;51;315;592;814;1293","955;928;1292;849;822;947"
0.020000,47741,47741,0,5,0,1,100,"85;410;438;1019;1127","","","","603;722;410;1127;869;1233;132;310;140;914;724;2;325;755;889;1092;353;85;438;794;1051;1134;203;487;665;987;1241;30;631;729;917;1120","410;1127;85;438"
